transaction_id,sender_account,receiver_account,amount,currency,timestamp,transaction_type,location,device_type,is_fraud
TXN-31BC1CCDAF70,ACC-F684136E271D,ACC-F524C28E54A4,3040.95,USD,2025-04-02T00:06:50.264237,payment,Hong Kong,desktop,False
TXN-300A525201E0,ACC-DFCE37A8F9EA,ACC-E7AB38C3F643,3477.83,INR,2025-04-02T20:22:05.365482,purchase,Seoul,tablet,False
TXN-98703CD27567,ACC-7FDEE1CA8609,ACC-423467DABED8,3631.9,GBP,2025-04-03T07:24:14.919556,purchase,Mumbai,desktop,False
TXN-7451EAA0CCCE,ACC-21FBF3D1DE25,ACC-88C1E3261996,3369.6,CAD,2025-04-03T12:56:46.260237,deposit,Tokyo,desktop,False
TXN-18E1FC1D291B,ACC-DFCE37A8F9EA,ACC-298B8ED32A9E,5095.19,AUD,2025-04-03T19:26:35.880600,payment,Paris,desktop,False
TXN-8133FC05C5E3,ACC-1EF4E08CA991,ACC-0133F59F6936,3215.7,INR,2025-04-05T02:11:56.220073,deposit,Dubai,tablet,False
TXN-724EE096DDC9,ACC-F684136E271D,ACC-44438327538C,2742.64,GBP,2025-04-05T04:26:06.864333,transfer,Paris,desktop,False
TXN-41EE90C87023,ACC-450EBE5C89E1,ACC-FBFB25758E71,1991.53,INR,2025-04-06T14:56:25.204795,deposit,Berlin,desktop,False
TXN-B75C40AD91DE,ACC-4B41B3B95D4F,ACC-A42FE6BCB29E,3284.91,USD,2025-04-07T23:04:06.864899,refund,Berlin,desktop,False
TXN-86BAC827C0B1,ACC-F6E645DD320F,ACC-299FAC840C4F,3618.32,JPY,2025-04-08T14:16:43.243055,refund,São Paulo,desktop,False
TXN-8BA9BBF79CC6,ACC-7FDF59CA276D,ACC-423467DABED8,4432.96,CAD,2025-04-08T22:25:40.841681,withdrawal,London,desktop,False
TXN-3E985FCC8694,ACC-499F026C69C9,ACC-93B09B7DEED4,3870.81,CAD,2025-04-09T02:34:46.972416,purchase,Paris,desktop,False
TXN-341B7823254F,ACC-09CFB1447D18,ACC-C64B823C06E3,3031.06,CAD,2025-04-09T03:02:26.457841,deposit,Chicago,tablet,False
TXN-4F0404DB80F2,ACC-F84D3AD6D4A3,ACC-E59A8564DFC5,3059.69,INR,2025-04-10T06:26:32.799231,payment,Paris,desktop,False
TXN-80CA497AB915,ACC-FE3B2EFC8532,ACC-25CCD3F58729,3766.61,INR,2025-04-11T07:09:47.482510,deposit,Tokyo,tablet,False
TXN-B81A85241FF5,ACC-C43DB0E9E6E5,ACC-51EC090B7327,4516.6,EUR,2025-04-12T04:56:14.610146,transfer,Hong Kong,tablet,False
TXN-6B8E4E54461F,ACC-9EB63BE54AFD,ACC-9DEDE885697C,3361.72,GBP,2025-04-12T07:47:31.629747,transfer,Mumbai,tablet,False
TXN-7D021ACF2F02,ACC-E2A9FFB297C5,ACC-8711FBFB3DF8,4708.32,JPY,2025-04-12T22:07:42.974823,purchase,Chicago,desktop,False
TXN-977E447FAC87,ACC-25CCD3F58729,ACC-6BDBDD7BF8E9,3914.59,AUD,2025-04-13T02:51:34.172576,refund,Sydney,tablet,False
TXN-96CB95013F1B,ACC-ABACC3C6C15C,ACC-5E35F21CE1F5,3045.51,INR,2025-04-15T06:22:05.041686,refund,Berlin,desktop,False
TXN-30331AAF87C5,ACC-50929B0F1B3A,ACC-785B32B36C26,4720.16,CAD,2025-04-16T07:54:06.069830,payment,Dubai,tablet,False
TXN-EE8602E3F619,ACC-25CCD3F58729,ACC-461D4CAAD17B,2422.46,USD,2025-04-17T08:09:16.365988,purchase,Paris,desktop,False
TXN-370CFFFC705A,ACC-42B7877F04E0,ACC-DFCE37A8F9EA,2785.19,EUR,2025-04-18T00:06:06.715644,refund,London,desktop,False
TXN-119C33EECE19,ACC-71BF60F36F48,ACC-8711FBFB3DF8,3452.09,AUD,2025-04-18T16:01:08.250617,deposit,Sydney,tablet,False
TXN-EB6ED68A262C,ACC-E2A9FFB297C5,ACC-44438327538C,3576.6,USD,2025-04-19T04:06:05.136669,transfer,San Francisco,desktop,False
TXN-15694AA3531C,ACC-25CCD3F58729,ACC-5E35F21CE1F5,3285.13,INR,2025-04-19T21:48:30.588281,withdrawal,Hong Kong,tablet,False
TXN-BF4075220F50,ACC-9EB63BE54AFD,ACC-88C1E3261996,3702.1,CAD,2025-04-21T09:58:39.663513,purchase,Singapore,tablet,False
TXN-CDD03B06964A,ACC-5C7994F02E38,ACC-1B3C46207D11,4348.65,JPY,2025-04-22T02:40:24.567549,purchase,São Paulo,desktop,False
TXN-94C6AFBCEB92,ACC-81AA8C235E4E,ACC-9F943DA0E9BD,3070.0,USD,2025-04-23T05:25:18.674279,deposit,Berlin,desktop,False
TXN-8928D3BD37D6,ACC-F6E645DD320F,ACC-0133F59F6936,3583.66,JPY,2025-04-23T21:32:55.203087,purchase,Singapore,tablet,False
TXN-77589C3B0A0E,ACC-8711FBFB3DF8,ACC-2B7BFBB16536,4051.97,EUR,2025-04-23T23:48:10.922816,refund,San Francisco,desktop,False
TXN-BC161B24D75C,ACC-299FAC840C4F,ACC-F390CDEC98A9,4527.19,USD,2025-04-24T00:21:44.066955,transfer,Toronto,desktop,False
TXN-8B28A9120387,ACC-298B8ED32A9E,ACC-741D1797B788,3792.04,GBP,2025-04-25T21:35:31.000987,deposit,Chicago,tablet,False
TXN-C9AF497AEB9C,ACC-2CB4D9BCD398,ACC-25CCD3F58729,5240.3,AUD,2025-04-25T23:23:43.971327,deposit,Mumbai,tablet,False
TXN-1A4FA6B891E2,ACC-8F6473FBCE54,ACC-3BB0E9F79506,2139.78,USD,2025-04-26T08:42:36.658982,deposit,San Francisco,desktop,False
TXN-9F320E1A1E59,ACC-50929B0F1B3A,ACC-674B2332E426,3251.13,JPY,2025-04-26T11:29:17.749822,payment,Paris,desktop,False
TXN-07CF47E10968,ACC-58744313D6A3,ACC-F309CE63FCE0,4037.19,USD,2025-04-27T07:36:50.818011,refund,Seoul,tablet,False
TXN-1DBB3989D031,ACC-C9D35A10CD19,ACC-9EB63BE54AFD,2772.19,CAD,2025-04-28T18:27:24.830235,deposit,London,desktop,False
TXN-F053F478A96E,ACC-E8DF4AB4F01D,ACC-1BDBA73976E7,2634.55,GBP,2025-04-29T08:00:28.439300,purchase,London,desktop,False
TXN-359774D474CC,ACC-6DA1355B77E1,ACC-3D04D5DECBD4,4185.66,GBP,2025-04-30T01:02:24.351518,withdrawal,São Paulo,desktop,False
TXN-66F09882780E,ACC-0133F59F6936,ACC-538F9296296B,3736.9,EUR,2025-04-30T14:19:51.993963,transfer,Tokyo,desktop,False
TXN-6060461932E3,ACC-A71FB54FDE3E,ACC-44438327538C,3059.85,AUD,2025-05-01T00:22:02.221354,refund,Hong Kong,desktop,False
TXN-39F742A1FA19,ACC-E5FA77C7282A,ACC-E3EFD169DFCE,2959.67,EUR,2025-05-01T02:43:13.272023,purchase,Mumbai,tablet,False
TXN-C645FA1EA02E,ACC-8711FBFB3DF8,ACC-785B32B36C26,3299.36,GBP,2025-05-02T06:41:36.461142,refund,Chicago,desktop,False
TXN-402B7BA9E440,ACC-877A926051DD,ACC-71BF60F36F48,3632.12,INR,2025-05-02T06:59:26.155700,withdrawal,Toronto,tablet,False
TXN-236EFDBB0597,ACC-4AAE3C03A071,ACC-9DEDE885697C,2836.4,AUD,2025-05-03T13:29:18.368357,payment,Mumbai,desktop,False
TXN-637B11E23D4D,ACC-1BDBA73976E7,ACC-549F36DBFEBE,3770.96,USD,2025-05-03T16:59:14.123508,refund,Toronto,desktop,False
TXN-2ACBBEAF153E,ACC-499F026C69C9,ACC-71BF60F36F48,3623.57,USD,2025-05-04T20:31:22.924631,transfer,Berlin,desktop,False
TXN-D79ABCBA3F88,ACC-A42FE6BCB29E,ACC-8711FBFB3DF8,3194.91,AUD,2025-05-04T22:43:46.535736,deposit,Mumbai,desktop,False
TXN-5C430698712F,ACC-D22A17C4A240,ACC-27DC2F667384,2917.46,INR,2025-05-05T04:21:30.794490,withdrawal,San Francisco,desktop,False
TXN-C135C5F4F494,ACC-4B41B3B95D4F,ACC-07E5FBD728ED,3929.01,AUD,2025-05-05T08:18:26.887733,payment,New York,tablet,False
TXN-C30B798105E9,ACC-7D9E45F7A241,ACC-F1FB93BBDE6A,3702.42,AUD,2025-05-06T03:58:09.636706,transfer,Mumbai,tablet,False
TXN-288E3BC12E00,ACC-C64B823C06E3,ACC-ECC3A1E404E3,4148.76,EUR,2025-05-06T17:53:13.061041,refund,Paris,desktop,False
TXN-550A3A42602C,ACC-27DC2F667384,ACC-58744313D6A3,3633.73,JPY,2025-05-07T11:34:32.334012,refund,Singapore,desktop,False
TXN-29C3645A925A,ACC-58744313D6A3,ACC-444F9D54F013,3461.8,EUR,2025-05-07T12:09:01.669083,withdrawal,Paris,desktop,False
TXN-4CACD1F7BAAD,ACC-E9B13827F65F,ACC-E754C8501A5A,3668.17,USD,2025-05-07T14:35:25.306508,deposit,London,desktop,False
TXN-7CEB43DF36E8,ACC-3BB0E9F79506,ACC-0133F59F6936,2805.46,EUR,2025-05-08T21:00:04.300212,payment,Sydney,desktop,False
TXN-A1605B7B42B7,ACC-299FAC840C4F,ACC-42387D2273F7,4359.94,GBP,2025-05-08T21:19:56.378388,payment,São Paulo,desktop,False
TXN-E948841A6BAC,ACC-4AAE3C03A071,ACC-E5FA77C7282A,3105.07,EUR,2025-05-09T18:29:45.879451,purchase,New York,desktop,False
TXN-F48DEFB0ECFB,ACC-44438327538C,ACC-F607530466D1,3100.92,INR,2025-05-10T18:13:51.798931,withdrawal,San Francisco,tablet,False
TXN-22B718835271,ACC-549F36DBFEBE,ACC-A79A096B68AF,3425.49,INR,2025-05-11T03:37:50.506641,transfer,Berlin,desktop,False
TXN-F729F6D1C87F,ACC-50929B0F1B3A,ACC-1FF7D616527F,4270.8,JPY,2025-05-11T07:35:21.189563,purchase,São Paulo,desktop,False
TXN-99BB9C3F5C3A,ACC-99D6DD55CDA6,ACC-538F9296296B,2707.63,INR,2025-05-13T03:29:03.390142,payment,São Paulo,tablet,False
TXN-C6948435D755,ACC-ECC3A1E404E3,ACC-3C4F44A5F289,3236.47,USD,2025-05-13T14:27:33.362882,payment,Chicago,desktop,False
TXN-B28DB71720C1,ACC-FE3B2EFC8532,ACC-F84D3AD6D4A3,2564.68,JPY,2025-05-15T11:22:00.837991,payment,Berlin,desktop,False
TXN-3E99AD7948FC,ACC-216D4B027D68,ACC-ABACC3C6C15C,3009.77,JPY,2025-05-19T04:50:22.842055,withdrawal,Mumbai,desktop,False
TXN-A68C945AAD11,ACC-4B41B3B95D4F,ACC-6C5C0C457317,2892.0,INR,2025-05-20T02:42:23.089664,withdrawal,Singapore,desktop,False
TXN-B1772E95C00A,ACC-F607530466D1,ACC-81AA8C235E4E,2572.87,AUD,2025-05-23T06:24:32.230789,purchase,Sydney,desktop,False
TXN-1C4A089E885A,ACC-E3EFD169DFCE,ACC-4026A211A553,3541.27,EUR,2025-05-23T17:16:45.135820,deposit,Singapore,desktop,False
TXN-16BE7E939F49,ACC-F15DA3579319,ACC-9F943DA0E9BD,3964.16,EUR,2025-05-24T02:11:15.883545,transfer,Mumbai,desktop,False
TXN-168F00EB75A7,ACC-30F6294AA742,ACC-1B3C46207D11,3756.12,USD,2025-05-24T03:10:15.060907,purchase,Singapore,tablet,False
TXN-6B9A7D8841E4,ACC-C64B823C06E3,ACC-E59A8564DFC5,4553.53,CAD,2025-05-24T12:25:45.721021,refund,Sydney,desktop,False
TXN-45090122BFC3,ACC-538F9296296B,ACC-F684136E271D,4108.14,USD,2025-05-25T01:03:34.171808,refund,São Paulo,desktop,False
TXN-412BC3A48DD4,ACC-C9D35A10CD19,ACC-D28441FF82B6,2765.0,INR,2025-05-25T17:23:51.488528,deposit,Toronto,desktop,False
TXN-35B09C54B6DF,ACC-6DA1355B77E1,ACC-3D04D5DECBD4,3527.32,GBP,2025-05-26T01:56:08.471028,refund,Berlin,desktop,False
TXN-547736EC9EDA,ACC-F607530466D1,ACC-2B7BFBB16536,3728.78,INR,2025-05-26T04:46:05.462336,withdrawal,Berlin,desktop,False
TXN-E09D7CF3912E,ACC-E59A8564DFC5,ACC-E7AB38C3F643,1757.91,AUD,2025-05-26T05:33:04.977652,purchase,Dubai,desktop,False
TXN-15C49F362FA5,ACC-444F9D54F013,ACC-674B2332E426,4508.17,USD,2025-05-26T13:19:20.037150,payment,Berlin,tablet,False
TXN-7ABAB3D3A0E0,ACC-962EF627E5E3,ACC-674B2332E426,3606.76,INR,2025-05-27T21:52:42.878167,withdrawal,London,desktop,False
TXN-A485BCFC9493,ACC-F15DA3579319,ACC-E3EFD169DFCE,3704.88,GBP,2025-05-28T01:45:45.202342,refund,Tokyo,tablet,False
TXN-7F14842859B3,ACC-8A0AF3B09A91,ACC-1A295F9A4D2A,2747.35,GBP,2025-05-28T10:58:16.488911,purchase,Hong Kong,desktop,False
TXN-7B377C810E0B,ACC-99D6DD55CDA6,ACC-D928661B4199,4078.55,AUD,2025-05-28T12:53:52.840815,withdrawal,Sydney,tablet,False
TXN-7C125D783421,ACC-FBFB25758E71,ACC-A770277210CE,1874.22,JPY,2025-05-28T12:57:47.858090,payment,New York,tablet,False
TXN-62D5B50A7B04,ACC-2B7BFBB16536,ACC-1A295F9A4D2A,3464.85,USD,2025-05-28T13:56:05.169367,withdrawal,Berlin,desktop,False
TXN-A27F6F31CE17,ACC-71BF60F36F48,ACC-453375BB9E91,4433.42,AUD,2025-05-30T13:49:17.910483,deposit,Singapore,desktop,False
TXN-24C7B1CFCEDB,ACC-741D1797B788,ACC-F15DA3579319,3506.85,USD,2025-05-30T16:07:18.781514,transfer,São Paulo,desktop,False
TXN-853C79928CCD,ACC-F524C28E54A4,ACC-F15DA3579319,4504.2,INR,2025-05-30T20:30:08.204667,purchase,Hong Kong,tablet,False
TXN-A2E327943330,ACC-4B41B3B95D4F,ACC-4E66DAFDF93D,3278.6,JPY,2025-05-31T08:32:34.302557,withdrawal,Chicago,tablet,False
TXN-BB9F5D33E030,ACC-42B7877F04E0,ACC-F8868D27F03F,3475.12,EUR,2025-05-31T17:08:06.031322,payment,Toronto,desktop,False
TXN-227161F3A301,ACC-4B41B3B95D4F,ACC-DFCE37A8F9EA,4900.63,JPY,2025-06-01T01:41:43.802032,payment,London,desktop,False
TXN-E8503084B88B,ACC-C56B07588BDE,ACC-0B049C4AA06A,3954.06,JPY,2025-06-01T13:47:52.907114,deposit,San Francisco,tablet,False
TXN-CB16D7E8BF45,ACC-71BF60F36F48,ACC-4026A211A553,3533.97,USD,2025-06-01T16:31:10.263054,deposit,Paris,desktop,False
TXN-4507DA050E8D,ACC-7AD4115D985A,ACC-7FDEE1CA8609,3165.4,CAD,2025-06-01T21:49:05.436084,deposit,Chicago,desktop,False
TXN-8B2684F3D441,ACC-48FAA251374A,ACC-B60A9F652C2B,4092.18,AUD,2025-06-02T10:23:47.966033,purchase,Singapore,desktop,False
TXN-226446810D14,ACC-538F9296296B,ACC-C64B823C06E3,3249.45,JPY,2025-06-04T05:56:19.884944,transfer,San Francisco,desktop,False
TXN-FA5694C2BA71,ACC-E5FA77C7282A,ACC-0B049C4AA06A,2268.92,JPY,2025-06-04T22:48:47.390625,refund,Chicago,desktop,False
TXN-6D132F7730FA,ACC-6BDBDD7BF8E9,ACC-D22A17C4A240,3255.21,AUD,2025-06-05T03:42:19.973202,deposit,London,tablet,False
TXN-573844AC3FA0,ACC-E9B13827F65F,ACC-5B3C2AEF2119,3045.08,USD,2025-06-05T11:32:39.988101,withdrawal,Chicago,desktop,False
TXN-0BB006AF55DE,ACC-8711FBFB3DF8,ACC-51EC090B7327,3859.93,INR,2025-06-07T07:12:41.099307,deposit,Toronto,desktop,False
TXN-3D8B83F94A45,ACC-538F9296296B,ACC-1D492C86EF9D,3012.06,AUD,2025-06-08T01:10:27.954912,purchase,São Paulo,tablet,False
TXN-D556BAE3543C,ACC-6DA1355B77E1,ACC-F3AB53608CB1,3171.84,INR,2025-06-09T04:48:16.274830,transfer,São Paulo,desktop,False
TXN-F241ED1991A4,ACC-962EF627E5E3,ACC-F309CE63FCE0,4510.96,JPY,2025-06-09T05:15:24.605043,purchase,Seoul,tablet,False
TXN-7A2AD836A3C3,ACC-4B41B3B95D4F,ACC-285DE37969A1,3704.93,GBP,2025-06-09T20:47:48.350834,transfer,London,desktop,False
TXN-2FADF9787FF1,ACC-2CB4D9BCD398,ACC-4AAE3C03A071,3548.85,AUD,2025-06-12T00:39:50.906978,refund,Chicago,desktop,False
TXN-1DC6C832CC92,ACC-E8DF4AB4F01D,ACC-3D04D5DECBD4,4006.45,EUR,2025-06-13T03:16:29.821786,refund,Seoul,desktop,False
TXN-2C3E55B8BDD5,ACC-E3EFD169DFCE,ACC-5990919C90A4,3093.38,GBP,2025-06-15T01:42:47.382759,withdrawal,Hong Kong,desktop,False
TXN-FD7B3210769D,ACC-F84D3AD6D4A3,ACC-4E66DAFDF93D,4338.79,AUD,2025-06-16T09:46:16.915731,withdrawal,Paris,tablet,False
TXN-107B8A9D6480,ACC-6BDBDD7BF8E9,ACC-BB491399B368,2675.25,JPY,2025-06-16T22:34:15.980059,transfer,New York,desktop,False
TXN-46ED36AFEC54,ACC-656E898DD71F,ACC-8F6473FBCE54,2996.02,USD,2025-06-17T19:34:29.535221,payment,San Francisco,desktop,False
TXN-13492FCF7CB7,ACC-3C4F44A5F289,ACC-4B41B3B95D4F,4469.55,INR,2025-06-17T23:41:04.728176,purchase,Mumbai,desktop,False
TXN-26AC0C5884C1,ACC-FBFB25758E71,ACC-6DA1355B77E1,2471.11,CAD,2025-06-18T13:54:43.556318,purchase,Seoul,desktop,False
TXN-67D028197C38,ACC-E8DF4AB4F01D,ACC-E9B13827F65F,2892.21,USD,2025-06-18T23:20:55.053447,purchase,Berlin,desktop,False
TXN-2D657C4ED34C,ACC-5E35F21CE1F5,ACC-F84D3AD6D4A3,3374.11,JPY,2025-06-19T08:36:25.733156,transfer,Paris,desktop,False
TXN-5092CC16B6C7,ACC-741D1797B788,ACC-695FF7D21C6E,3631.06,USD,2025-06-19T08:40:11.997285,transfer,Mumbai,desktop,False
TXN-7CA823921D62,ACC-93B09B7DEED4,ACC-F1FB93BBDE6A,2861.67,EUR,2025-06-19T18:48:52.804568,transfer,Mumbai,tablet,False
TXN-FC676A6FBD70,ACC-F3AB53608CB1,ACC-ABACC3C6C15C,3697.79,EUR,2025-06-20T05:59:51.126707,purchase,Seoul,desktop,False
TXN-0000672CDC5D,ACC-453375BB9E91,ACC-C9D35A10CD19,3196.55,CAD,2025-06-21T04:47:28.889973,payment,New York,desktop,False
TXN-179F3F77A2E9,ACC-E3EFD169DFCE,ACC-58744313D6A3,4384.07,JPY,2025-06-21T08:24:08.006035,purchase,Hong Kong,desktop,False
TXN-44CC96577333,ACC-D22A17C4A240,ACC-D28441FF82B6,4105.59,GBP,2025-06-22T06:30:51.850887,purchase,Sydney,desktop,False
TXN-4D65BBC48078,ACC-F8868D27F03F,ACC-D28441FF82B6,3548.2,CAD,2025-06-22T09:30:17.092957,deposit,Mumbai,desktop,False
TXN-E2D701F5BFA2,ACC-F15DA3579319,ACC-7FDEE1CA8609,3976.35,JPY,2025-06-22T19:34:30.857461,deposit,Dubai,desktop,False
TXN-7DB0354F5517,ACC-656E898DD71F,ACC-549F36DBFEBE,2313.47,AUD,2025-06-25T01:24:17.086586,transfer,Toronto,desktop,False
TXN-492E3C540EAE,ACC-DEB1E200EA09,ACC-E5FA77C7282A,2591.33,AUD,2025-06-25T04:40:09.483028,deposit,Sydney,tablet,False
TXN-229B2C008859,ACC-81AA8C235E4E,ACC-741D1797B788,3923.62,AUD,2025-06-26T23:06:00.604889,transfer,Berlin,desktop,False
TXN-2E376BEF176A,ACC-9F943DA0E9BD,ACC-A71FB54FDE3E,3810.93,USD,2025-06-27T02:27:40.422910,transfer,San Francisco,desktop,False
TXN-4E7345D97C6C,ACC-5E35F21CE1F5,ACC-05BF1678A31D,3715.48,JPY,2025-06-27T03:25:37.802045,purchase,New York,desktop,False
TXN-75C925DFADE1,ACC-E2A9FFB297C5,ACC-6DA1355B77E1,2857.27,GBP,2025-06-27T12:37:22.160551,payment,Berlin,desktop,False
TXN-97700B44C1E0,ACC-1FF7D616527F,ACC-877A926051DD,3511.07,EUR,2025-06-28T07:08:21.042272,withdrawal,São Paulo,tablet,False
TXN-B89DB195E670,ACC-216D4B027D68,ACC-5990919C90A4,3856.82,AUD,2025-06-29T09:57:41.553054,deposit,London,desktop,False
TXN-2FD4B5CE2848,ACC-461D4CAAD17B,ACC-F8868D27F03F,3623.13,GBP,2025-06-29T10:13:31.786713,payment,Singapore,desktop,False
TXN-BFFFEEDB51C3,ACC-42387D2273F7,ACC-F684136E271D,4210.85,CAD,2025-06-29T14:43:09.098856,transfer,São Paulo,desktop,False
TXN-C43D37FFF799,ACC-4B41B3B95D4F,ACC-8711FBFB3DF8,3334.55,JPY,2025-06-29T14:58:53.493511,transfer,New York,tablet,False
TXN-114BB1FC8BAF,ACC-3D04D5DECBD4,ACC-B89E61661C67,2784.98,USD,2025-06-30T03:35:04.772827,withdrawal,Mumbai,desktop,False
TXN-0592A4FB18D4,ACC-1A295F9A4D2A,ACC-27DC2F667384,3132.01,CAD,2025-07-01T16:01:47.801827,payment,Mumbai,desktop,False
TXN-F90A3BE971C3,ACC-9F943DA0E9BD,ACC-8711FBFB3DF8,4816.46,CAD,2025-07-02T04:04:59.174454,transfer,Paris,desktop,False
TXN-A5F02BB32369,ACC-E8DF4AB4F01D,ACC-F262888EC850,3309.09,INR,2025-07-03T12:10:41.192519,refund,Dubai,desktop,False
TXN-F440DC5EB428,ACC-8F6473FBCE54,ACC-51EC090B7327,2536.64,JPY,2025-07-04T02:57:21.434518,purchase,São Paulo,tablet,False
TXN-7A8DAE9D7A94,ACC-42B7877F04E0,ACC-21FBF3D1DE25,3299.63,EUR,2025-07-04T05:07:34.357061,refund,Sydney,tablet,False
